;Reactie-ID;Reactie gestart;Reactie voltooid;IP-adres;Naam van collector;1. Wat beschrijft jouw rol het beste? ;2. Op welk apparaat gebruik je COMTOO het meest? ;3. Hoe zou je het huidige gebruik van COMTOO binnen je team omschrijven? ;"4. Wat denk je dat de belangrijkste reden is dat sommige medewerkers COMTOO minder gebruiken dan verwacht? 
[Ze zien niet direct het voordeel voor hun dagelijks werk]";"4. Wat denk je dat de belangrijkste reden is dat sommige medewerkers COMTOO minder gebruiken dan verwacht? 
[Ze vinden de app verwarrend of moeilijk te navigeren]";"4. Wat denk je dat de belangrijkste reden is dat sommige medewerkers COMTOO minder gebruiken dan verwacht? 
[Ze blijven WhatsApp of andere vertrouwde tools gebruiken]";"4. Wat denk je dat de belangrijkste reden is dat sommige medewerkers COMTOO minder gebruiken dan verwacht? 
[Meldingen zijn niet relevant of komen te vaak]";"4. Wat denk je dat de belangrijkste reden is dat sommige medewerkers COMTOO minder gebruiken dan verwacht? 
[De app voelt als extra werk in plaats van tijdsbesparing]";"4. Wat denk je dat de belangrijkste reden is dat sommige medewerkers COMTOO minder gebruiken dan verwacht? 
[Ze zijn niet goed geïntroduceerd bij de app tijdens het starten]";"4. Wat denk je dat de belangrijkste reden is dat sommige medewerkers COMTOO minder gebruiken dan verwacht? 
[Taalbarrière, de app is niet beschikbaar in hun taal]";4. Wat denk je dat de belangrijkste reden is dat sommige medewerkers COMTOO minder gebruiken dan verwacht?;"4. Wat denk je dat de belangrijkste reden is dat sommige medewerkers COMTOO minder gebruiken dan verwacht? 
[Anders, namelijk:]";"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[Nieuws en updates]";"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[Documenten en handleidingen]";"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[Evenementen of agenda]";"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[Berichten / chat]";"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[Persoonlijke documenten]";"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[HR-informatie (verlof, loonstrookjes, etc.)]";"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[Checklists en takenlijsten]";"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[Formulieren]";"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[E-learning / trainingen]";5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team? ;"5. Welke onderdelen van COMTOO worden volgens jou het minst gebruikt door je team?  
[Anders, namelijk:]";"6. Waar lopen je medewerkers het vaakst tegenaan in de app? 
[Het juiste document of instructie vinden]";"6. Waar lopen je medewerkers het vaakst tegenaan in de app? 
[Begrijpen waar bepaalde informatie staat]";"6. Waar lopen je medewerkers het vaakst tegenaan in de app? 
[Navigeren door de menustructuur]";"6. Waar lopen je medewerkers het vaakst tegenaan in de app? 
[Begrijpen wat meldingen betekenen of waar ze vandaan komen]";"6. Waar lopen je medewerkers het vaakst tegenaan in de app? 
[Specifieke modules of functionaliteiten gebruiken]";"6. Waar lopen je medewerkers het vaakst tegenaan in de app? 
[Ik weet het niet / ik heb hier onvoldoende zicht op]";6. Waar lopen je medewerkers het vaakst tegenaan in de app?;"6. Waar lopen je medewerkers het vaakst tegenaan in de app? 
[Anders, namelijk:]";"7. Welke werkprocessen zouden het meeste baat hebben bij betere ondersteuning in COMTOO? 
[Nieuwe medewerkers inwerken]";"7. Welke werkprocessen zouden het meeste baat hebben bij betere ondersteuning in COMTOO? 
[Veiligheidsinstructies of procedures communiceren]";"7. Welke werkprocessen zouden het meeste baat hebben bij betere ondersteuning in COMTOO? 
[Planning of roosters delen]";"7. Welke werkprocessen zouden het meeste baat hebben bij betere ondersteuning in COMTOO? 
[Feedback of rapportages ophalen uit het veld]";"7. Welke werkprocessen zouden het meeste baat hebben bij betere ondersteuning in COMTOO? 
[COMTOO koppelen met andere systemen (HR, ERP, planning)]";"7. Welke werkprocessen zouden het meeste baat hebben bij betere ondersteuning in COMTOO? 
[Trainingen en certificeringen bijhouden]";7. Welke werkprocessen zouden het meeste baat hebben bij betere ondersteuning in COMTOO?;"7. Welke werkprocessen zouden het meeste baat hebben bij betere ondersteuning in COMTOO? 
[Anders, namelijk:]";8. Als je één ding aan COMTOO zou mogen veranderen, wat zou dat zijn?;9. Hoe vaak open je de COMTOO app? ;"10. Wanneer open je COMTOO meestal? 
[Aan het begin van mijn werkdag]";"10. Wanneer open je COMTOO meestal? 
[Als ik een melding krijg]";"10. Wanneer open je COMTOO meestal? 
[Om een document of instructie op te zoeken]";"10. Wanneer open je COMTOO meestal? 
[Als mijn leidinggevende een bericht stuurt]";"10. Wanneer open je COMTOO meestal? 
[Om mijn rooster of planning te bekijken]";"10. Wanneer open je COMTOO meestal? 
[Als ik een vraag of probleem heb]";10. Wanneer open je COMTOO meestal?;"10. Wanneer open je COMTOO meestal? 
[Anders, namelijk:]";"11. Wat kost je de meeste tijd als je COMTOO gebruikt? 
[Het juiste document of instructie vinden]";"11. Wat kost je de meeste tijd als je COMTOO gebruikt? 
[Begrijpen waar iets staat in de app]";"11. Wat kost je de meeste tijd als je COMTOO gebruikt? 
[Uitzoeken waar een melding over gaat]";"11. Wat kost je de meeste tijd als je COMTOO gebruikt? 
[Een specifieke functie of module gebruiken]";"11. Wat kost je de meeste tijd als je COMTOO gebruikt? 
[Inloggen of opstarten]";11. Wat kost je de meeste tijd als je COMTOO gebruikt?;"11. Wat kost je de meeste tijd als je COMTOO gebruikt? 
[Anders, namelijk:]";"12. Welke verbeteringen zouden voor jou het grootste verschil maken?  
[Makkelijker navigeren, sneller dingen vinden]";"12. Welke verbeteringen zouden voor jou het grootste verschil maken?  
[Betere zoekfunctie]";"12. Welke verbeteringen zouden voor jou het grootste verschil maken?  
[Minder stappen om bij belangrijke informatie te komen]";"12. Welke verbeteringen zouden voor jou het grootste verschil maken?  
[Relevantere meldingen]";"12. Welke verbeteringen zouden voor jou het grootste verschil maken?  
[Een strakker, moderner design]";"12. Welke verbeteringen zouden voor jou het grootste verschil maken?  
[Betere introductie of uitleg toen ik begon met de app]";"12. Welke verbeteringen zouden voor jou het grootste verschil maken?  
[Ondersteuning in mijn eigen taal]";12. Welke verbeteringen zouden voor jou het grootste verschil maken? ;"12. Welke verbeteringen zouden voor jou het grootste verschil maken?  
[Anders, namelijk:]";13. Als je één ding aan COMTOO zou mogen veranderen, wat zou dat zijn?;14. Gebruikt jouw organisatie momenteel een digitale onboarding voor nieuwe medewerkers?;15. Hoe vaak wordt onboarding binnen jouw organisatie toegepast? ;"16. Wat is voor jouw organisatie het belangrijkste doel van onboarding?  
[Nieuwe medewerkers sneller productief maken]";"16. Wat is voor jouw organisatie het belangrijkste doel van onboarding?  
[Bedrijfsprocessen uitleggen]";"16. Wat is voor jouw organisatie het belangrijkste doel van onboarding?  
[Veiligheidsinstructies en regelgeving overbrengen]";"16. Wat is voor jouw organisatie het belangrijkste doel van onboarding?  
[Introductie van het bedrijf en de cultuur]";"16. Wat is voor jouw organisatie het belangrijkste doel van onboarding?  
[Training en e-learning aanbieden]";"16. Wat is voor jouw organisatie het belangrijkste doel van onboarding?  
[Administratieve stappen afhandelen]";"16. Wat is voor jouw organisatie het belangrijkste doel van onboarding?  
[Kennismaking met systemen en tools]";16. Wat is voor jouw organisatie het belangrijkste doel van onboarding? ;"16. Wat is voor jouw organisatie het belangrijkste doel van onboarding?  
[Anders, namelijk:]";17. Hoe is onboarding bij jullie meestal opgebouwd? ;18. Moet onboarding altijd in een vaste volgorde worden doorlopen?;"19. Wat vind je momenteel het lastigst bij het inwerken van nieuwe medewerkers?  
[Geen overzicht van de voortgang per medewerker]";"19. Wat vind je momenteel het lastigst bij het inwerken van nieuwe medewerkers?  
[Moeilijk om onboardingprocessen te beheren of aan te passen]";"19. Wat vind je momenteel het lastigst bij het inwerken van nieuwe medewerkers?  
[Onduidelijk of medewerkers hun onboarding daadwerkelijk afronden]";"19. Wat vind je momenteel het lastigst bij het inwerken van nieuwe medewerkers?  
[Te weinig mogelijkheden voor interactieve training]";"19. Wat vind je momenteel het lastigst bij het inwerken van nieuwe medewerkers?  
[Onboarding kost veel handmatig werk]";"19. Wat vind je momenteel het lastigst bij het inwerken van nieuwe medewerkers?  
[Informatie is verspreid over verschillende systemen]";19. Wat vind je momenteel het lastigst bij het inwerken van nieuwe medewerkers? ;"19. Wat vind je momenteel het lastigst bij het inwerken van nieuwe medewerkers?  
[Anders, namelijk:]";20. Hoe belangrijk is een goed ingericht onboardingproces voor jouw organisatie? ;"21. Welke soorten content gebruik je (of zou je willen gebruiken) bij onboarding?  
[Video’s]";"21. Welke soorten content gebruik je (of zou je willen gebruiken) bij onboarding?  
[Documenten (PDF, handleidingen, afbeeldingen)]";"21. Welke soorten content gebruik je (of zou je willen gebruiken) bij onboarding?  
[Quizzen of kennistoetsen]";"21. Welke soorten content gebruik je (of zou je willen gebruiken) bij onboarding?  
[Checklists en stappenlijsten]";"21. Welke soorten content gebruik je (of zou je willen gebruiken) bij onboarding?  
[Praktische opdrachten of oefeningen]";"21. Welke soorten content gebruik je (of zou je willen gebruiken) bij onboarding?  
[Opdrachten met een deadline]";"21. Welke soorten content gebruik je (of zou je willen gebruiken) bij onboarding?  
[Formulieren of documenten laten uploaden]";21. Welke soorten content gebruik je (of zou je willen gebruiken) bij onboarding? ;"21. Welke soorten content gebruik je (of zou je willen gebruiken) bij onboarding?  
[Anders, namelijk:]";22. Hoe belangrijk vind je interactieve elementen (quizzen, video’s, opdrachten) in onboarding?;"23. Welke documenten moeten medewerkers kunnen uploaden tijdens onboarding? 
[Identiteitsbewijs]";"23. Welke documenten moeten medewerkers kunnen uploaden tijdens onboarding? 
[VOG (Verklaring Omtrent het Gedrag)]";"23. Welke documenten moeten medewerkers kunnen uploaden tijdens onboarding? 
[Certificeringen]";"23. Welke documenten moeten medewerkers kunnen uploaden tijdens onboarding? 
[Rijbewijs]";23. Welke documenten moeten medewerkers kunnen uploaden tijdens onboarding?;"23. Welke documenten moeten medewerkers kunnen uploaden tijdens onboarding? 
[Anders, namelijk:]";"24. Welke vormen van automatisering zouden onboarding efficiënter maken?  
[Automatische toewijzing van onboarding aan nieuwe medewerkers]";"24. Welke vormen van automatisering zouden onboarding efficiënter maken?  
[Automatische herinneringen voor openstaande taken]";"24. Welke vormen van automatisering zouden onboarding efficiënter maken?  
[Automatische voortgangsrapportage]";"24. Welke vormen van automatisering zouden onboarding efficiënter maken?  
[Automatische vertaling van content]";24. Welke vormen van automatisering zouden onboarding efficiënter maken? ;"24. Welke vormen van automatisering zouden onboarding efficiënter maken?  
[Anders, namelijk:]";"25. Welke inzichten zou je willen hebben over het onboardingproces?  
[Voortgang per medewerker]";"25. Welke inzichten zou je willen hebben over het onboardingproces?  
[Welke stappen nog openstaan]";"25. Welke inzichten zou je willen hebben over het onboardingproces?  
[Overzicht van afgeronde trajecten]";"25. Welke inzichten zou je willen hebben over het onboardingproces?  
[Resultaten van quizzen of toetsen]";"25. Welke inzichten zou je willen hebben over het onboardingproces?  
[Welke medewerkers achterlopen]";"25. Welke inzichten zou je willen hebben over het onboardingproces?  
[Overzicht per afdeling of team]";"25. Welke inzichten zou je willen hebben over het onboardingproces?  
[Voltooiingspercentages]";25. Welke inzichten zou je willen hebben over het onboardingproces? ;"25. Welke inzichten zou je willen hebben over het onboardingproces?  
[Anders, namelijk:]";26. Heeft jouw organisatie medewerkers die verschillende talen spreken? ;27. Hoe belangrijk is meertalige ondersteuning bij onboarding? ;"28. Welke functionaliteiten vind je het belangrijkst voor de onboarding module? 
[Overzicht voortgang medewerkers]";"28. Welke functionaliteiten vind je het belangrijkst voor de onboarding module? 
[Interactieve content (quizzen, video’s)]";"28. Welke functionaliteiten vind je het belangrijkst voor de onboarding module? 
[Rapportages en dashboards]";"28. Welke functionaliteiten vind je het belangrijkst voor de onboarding module? 
[Meertalige ondersteuning]";"28. Welke functionaliteiten vind je het belangrijkst voor de onboarding module? 
[Mobiel gebruik]";"28. Welke functionaliteiten vind je het belangrijkst voor de onboarding module? 
[Gamification (punten, badges, voortgangsbalken)]";"28. Welke functionaliteiten vind je het belangrijkst voor de onboarding module? 
[Integratie met andere systemen]";28. Welke functionaliteiten vind je het belangrijkst voor de onboarding module?;29. Wat zou onboarding en e-learning binnen jouw organisatie effectiever maken? ;30. Heb je verder nog suggesties of opmerkingen voor het COMTOO team? 
1;5hBaPRJX;mrt. 11, 2026 05:10:38 p.m.;mrt. 11, 2026 06:17:26 p.m.;31.160.130.106;UX-UI Redesign & Onboarding Module;Ik ben manager, beheerder of hoofdcontactpersoon voor COMTOO binnen mijn organisatie;Laptop of desktop;De meeste medewerkers gebruiken het, maar hebben af en toe een herinnering nodig;;;;;;;;;het gaat bij ons vaak om medewerkers die flex worden ingezet vanuit uitzendbureaus of andere transporteurs (charters) zij zien het als 'extra werk' omdat wij niet hun eigen werkgever zijn;;Documenten en handleidingen;;;;;;;;Documenten en handleidingen;we hebben niet alles hiervan operationeel, maar documenten en handleidingen worden niet snel geraadpleegd.;Het juiste document of instructie vinden;;;;;;Het juiste document of instructie vinden;in een lijst van documenten zoeken op je mobiel is toch niet makkelijk, we lossen dat nu op door er een nieuwsbericht aan te koppelen met een link naar het betreffende document;;;Planning of roosters delen;Feedback of rapportages ophalen uit het veld;;;Planning of roosters delen,Feedback of rapportages ophalen uit het veld;Begrijp de vraag niet goed. Bedoel je welke van de huidige modules kunnen verbeterd worden? Of wat nieuw ontwikkeld moet worden? Trainingen en certificeringen van het bedrijf of van de medewerker? Dit laatste is heel moeilijk omdat je daarvoor goed moet snappen hoe de code 95 en verloopdata van cursussen werken.;"Iets meer opmaak mogelijkheden in de nieuwsberichten bv; 1/ witte titeltekst bericht vervangen als je een witte ondergrond hebt, of geen foto kiest dan kun je bericht niet waarnemen.  2/ iets in het bericht iets vet of onderstrepen zou handig zijn";Meerdere keren per dag;;;;;;;;dit is een gebruikers vraag, ikzelf zet het open op het moment dat ik een bericht heb, of informatie met collega s moet delen;Het juiste document of instructie vinden;;;;;Het juiste document of instructie vinden;Idem is een gebruikers vraag. maar ik begrijp dat mensen dit best lastig vinden.;Makkelijker navigeren, sneller dingen vinden;Betere zoekfunctie;;;;;;Makkelijker navigeren, sneller dingen vinden,Betere zoekfunctie;Dat ligt ook aan hoe wij als management de documenten benoemen en inrichten.;;Ja, via COMTOO;;Nieuwe medewerkers sneller productief maken;Bedrijfsprocessen uitleggen;Veiligheidsinstructies en regelgeving overbrengen;;;;;Nieuwe medewerkers sneller productief maken,Bedrijfsprocessen uitleggen,Veiligheidsinstructies en regelgeving overbrengen;We hebben dit net ingericht, maar ik liep aan tegen de verplichte videos. Wij zijn een bedrijf dat 50 auto's aanstuurt, met 7 personen. Dus een heel kleine overhead. We hebben juist Comtoo nodig om ons te helpen. We redden het echt niet om overal videos voor te maken. Ik heb geen afdeling PR of opleiding.;Verschillende processen per functie;Gedeeltelijk, sommige stappen zijn verplicht, andere vrij;;;;;Onboarding kost veel handmatig werk;;Onboarding kost veel handmatig werk;Alle vragen moeten ingetypt worden. Ik kan ze niet uploaden vanuit een bestand.;Zeer belangrijk;;Documenten (PDF, handleidingen, afbeeldingen);;Checklists en stappenlijsten;Praktische opdrachten of oefeningen;;Formulieren of documenten laten uploaden;Documenten (PDF, handleidingen, afbeeldingen),Checklists en stappenlijsten,Praktische opdrachten of oefeningen,Formulieren of documenten laten uploaden;Open vragen waar antwoord op gegeven moet worden.;Enigszins belangrijk;;;;;;Deze informatie houden we alleen op een beschermde omgeving in onze verloningssoftware vanwege de privacy gevoelige info. En willen we niet op diverse plekken hebben staan, ook vanwege het administratieve onderhoud.;;;Automatische voortgangsrapportage;;Automatische voortgangsrapportage;;Voortgang per medewerker;;;;;;;Voortgang per medewerker;;Ja;Enigszins belangrijk;Overzicht voortgang medewerkers;;;;;;;Overzicht voortgang medewerkers;weet ik nog niet, staan nog aan het begin;
2;9XBx0rqa;mrt. 11, 2026 07:08:48 p.m.;mrt. 11, 2026 07:13:09 p.m.;62.45.100.184;UX-UI Redesign & Onboarding Module;Ik ben manager, beheerder of hoofdcontactpersoon voor COMTOO binnen mijn organisatie;Laptop of desktop;De meeste medewerkers gebruiken het, maar hebben af en toe een herinnering nodig;Ze zien niet direct het voordeel voor hun dagelijks werk;;Ze blijven WhatsApp of andere vertrouwde tools gebruiken;;;;;Ze zien niet direct het voordeel voor hun dagelijks werk,Ze blijven WhatsApp of andere vertrouwde tools gebruiken;;;;;;;;Checklists en takenlijsten;;;Checklists en takenlijsten;;;;;;Specifieke modules of functionaliteiten gebruiken;;Specifieke modules of functionaliteiten gebruiken;;;;;;COMTOO koppelen met andere systemen (HR, ERP, planning);;COMTOO koppelen met andere systemen (HR, ERP, planning);;Koppeling met voertuigcheck;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja, via COMTOO;Bij elke nieuwe medewerker;;;Veiligheidsinstructies en regelgeving overbrengen;;;;;Veiligheidsinstructies en regelgeving overbrengen;;Eén onboardingproces voor alle medewerkers;Ja, vaste volgorde;Geen overzicht van de voortgang per medewerker;;;;;;Geen overzicht van de voortgang per medewerker;;Zeer belangrijk;Video’s;Documenten (PDF, handleidingen, afbeeldingen);;;;;;Video’s,Documenten (PDF, handleidingen, afbeeldingen);;Belangrijk;;;;;;;;;Automatische voortgangsrapportage;;Automatische voortgangsrapportage;;;Welke stappen nog openstaan;;;;;;Welke stappen nog openstaan;;Nee;Niet belangrijk;Overzicht voortgang medewerkers;;;;;;;Overzicht voortgang medewerkers;;
3;baBxSHdx;mrt. 12, 2026 08:00:50 a.m.;mrt. 12, 2026 08:10:34 a.m.;108.143.150.216;UX-UI Redesign & Onboarding Module;Ik ben manager, beheerder of hoofdcontactpersoon voor COMTOO binnen mijn organisatie;Ik wissel regelmatig tussen apparaten;De meeste medewerkers gebruiken het dagelijks zonder aansporing;;Ze vinden de app verwarrend of moeilijk te navigeren;;;;;;Ze vinden de app verwarrend of moeilijk te navigeren;;;Documenten en handleidingen;;;Persoonlijke documenten;HR-informatie (verlof, loonstrookjes, etc.);Checklists en takenlijsten;;E-learning / trainingen;Documenten en handleidingen,Persoonlijke documenten,HR-informatie (verlof, loonstrookjes, etc.),Checklists en takenlijsten,E-learning / trainingen;;;Begrijpen waar bepaalde informatie staat;;Begrijpen wat meldingen betekenen of waar ze vandaan komen;;;Begrijpen waar bepaalde informatie staat,Begrijpen wat meldingen betekenen of waar ze vandaan komen;;;Veiligheidsinstructies of procedures communiceren;;;COMTOO koppelen met andere systemen (HR, ERP, planning);;Veiligheidsinstructies of procedures communiceren,COMTOO koppelen met andere systemen (HR, ERP, planning);;De mogelijkheid tot het koppelen met andere applicaties (outlook agenda, HR systemen als BCS online of onboarding tools van bijvoorbeeld THAR;Meerdere keren per dag;;Als ik een melding krijg;;;;;Als ik een melding krijg;controle en goedkeuring van verlofaanvragen;Het juiste document of instructie vinden;;;;;Het juiste document of instructie vinden;;Makkelijker navigeren, sneller dingen vinden;;;;Een strakker, moderner design;;;Makkelijker navigeren, sneller dingen vinden,Een strakker, moderner design;;;Ja, via een ander systeem;Bij elke nieuwe medewerker;;Bedrijfsprocessen uitleggen;Veiligheidsinstructies en regelgeving overbrengen;;Training en e-learning aanbieden;;;Bedrijfsprocessen uitleggen,Veiligheidsinstructies en regelgeving overbrengen,Training en e-learning aanbieden;;Verschillende processen per afdeling;Gedeeltelijk, sommige stappen zijn verplicht, andere vrij;;Moeilijk om onboardingprocessen te beheren of aan te passen;;;;Informatie is verspreid over verschillende systemen;Moeilijk om onboardingprocessen te beheren of aan te passen,Informatie is verspreid over verschillende systemen;;Belangrijk;Video’s;Documenten (PDF, handleidingen, afbeeldingen);;;;;;Video’s,Documenten (PDF, handleidingen, afbeeldingen);;Belangrijk;;;;;;geen van bovvenstaande, al deze formulieren worden al verzameld voordat het cotnract wordt opgesteld en de onboarding begint;Automatische toewijzing van onboarding aan nieuwe medewerkers;;Automatische voortgangsrapportage;Automatische vertaling van content;Automatische toewijzing van onboarding aan nieuwe medewerkers,Automatische voortgangsrapportage,Automatische vertaling van content;;Voortgang per medewerker;Welke stappen nog openstaan;;;;Overzicht per afdeling of team;Voltooiingspercentages;Voortgang per medewerker,Welke stappen nog openstaan,Overzicht per afdeling of team,Voltooiingspercentages;;Ja;Zeer belangrijk;Overzicht voortgang medewerkers;;;Meertalige ondersteuning;;;Integratie met andere systemen;Overzicht voortgang medewerkers,Meertalige ondersteuning,Integratie met andere systemen;;
4;aRCAEu0y;mrt. 12, 2026 08:33:10 a.m.;mrt. 12, 2026 08:40:06 a.m.;213.251.65.57;UX-UI Redesign & Onboarding Module;Ik ben manager, beheerder of hoofdcontactpersoon voor COMTOO binnen mijn organisatie;Laptop of desktop;De meeste medewerkers gebruiken het, maar hebben af en toe een herinnering nodig;;Ze vinden de app verwarrend of moeilijk te navigeren;;;;Ze zijn niet goed geïntroduceerd bij de app tijdens het starten;;Ze vinden de app verwarrend of moeilijk te navigeren,Ze zijn niet goed geïntroduceerd bij de app tijdens het starten;;;Documenten en handleidingen;;Berichten / chat;Persoonlijke documenten;HR-informatie (verlof, loonstrookjes, etc.);Checklists en takenlijsten;Formulieren;E-learning / trainingen;Documenten en handleidingen,Berichten / chat,Persoonlijke documenten,HR-informatie (verlof, loonstrookjes, etc.),Checklists en takenlijsten,Formulieren,E-learning / trainingen;;;;;;Specifieke modules of functionaliteiten gebruiken;;Specifieke modules of functionaliteiten gebruiken;;Nieuwe medewerkers inwerken;;;;COMTOO koppelen met andere systemen (HR, ERP, planning);;Nieuwe medewerkers inwerken,COMTOO koppelen met andere systemen (HR, ERP, planning);;Een betere back-end gebruikservaring.;Eén keer per dag;;;;;;;;;;;;;;;;;;;;;;;;;;Nee, we doen het handmatig of helemaal niet;Bij elke nieuwe medewerker;;Bedrijfsprocessen uitleggen;;Introductie van het bedrijf en de cultuur;;;Kennismaking met systemen en tools;Bedrijfsprocessen uitleggen,Introductie van het bedrijf en de cultuur,Kennismaking met systemen en tools;;Eén onboardingproces voor alle medewerkers;Nee, vrije volgorde;;;;;;Informatie is verspreid over verschillende systemen;Informatie is verspreid over verschillende systemen;;Belangrijk;;Documenten (PDF, handleidingen, afbeeldingen);;;;;;Documenten (PDF, handleidingen, afbeeldingen);;Enigszins belangrijk;Identiteitsbewijs;;Certificeringen;Rijbewijs;Identiteitsbewijs,Certificeringen,Rijbewijs;;Automatische toewijzing van onboarding aan nieuwe medewerkers;;;;Automatische toewijzing van onboarding aan nieuwe medewerkers;;Voortgang per medewerker;;;;;;;Voortgang per medewerker;;Ja;Belangrijk;Overzicht voortgang medewerkers;;;;;;Integratie met andere systemen;Overzicht voortgang medewerkers,Integratie met andere systemen;;- Ik wil één duidelijk overzicht hoeveel medewerkers zich ooit hebben geregistreerd     - Activiteit van collega’s is ook heel moeilijk te achterhalen      - Sommige zaken zitten echt verstopt zoals nieuwe collega’s      - Poll —> alle vestigingen selecteren om te zien wie er heeft geantwoord     - Nieuwsberichten worden niet altijd even mooi of goed weergegeven      - Login/registratie  - Oogt een beetje ouderwets allemaal
5;zABaJvtL;mrt. 12, 2026 08:47:02 a.m.;mrt. 12, 2026 08:57:18 a.m.;81.173.61.6;UX-UI Redesign & Onboarding Module;Ik ben manager, beheerder of hoofdcontactpersoon voor COMTOO binnen mijn organisatie;Ik wissel regelmatig tussen apparaten;De meeste medewerkers gebruiken het dagelijks zonder aansporing;;;;;;;;;Sommige hebben gewoon te weinig kennis van mobiele telefoons;;Documenten en handleidingen;;;;;;;;Documenten en handleidingen;Een aantal hebben we hier niet van dus die laat ik buiten beschouwing.;;;;;;Ik weet het niet / ik heb hier onvoldoende zicht op;Ik weet het niet / ik heb hier onvoldoende zicht op;;;;;;;;;Heb op dit moment eigenlijk geen klachten.;Af en toe nog de reactiesnelheid op problemen, maar die heb ik op het moment zeer weinig.;Zelden;;;;;;;;Ik werk in de backmin.;;;;;;;Niets, alles wat erin komt te staan zet ik er zelf in.;;;;;;;;;Ik weet niet wat de mogelijkheden zijn. Vind het zo wel goed, maar als er manieren zijn waar wij niet aan denken dan zou het zeker nog kunnen. Misschien een AI chatbot om binnen de documenten in Comtoo te zoeken.;Weet ik zo niet.;Nee, we doen het handmatig of helemaal niet;Nooit;Nieuwe medewerkers sneller productief maken;Bedrijfsprocessen uitleggen;;Introductie van het bedrijf en de cultuur;;;;Nieuwe medewerkers sneller productief maken,Bedrijfsprocessen uitleggen,Introductie van het bedrijf en de cultuur;Gebruiken het niet;Verschillende processen per functie;Nee, vrije volgorde;Geen overzicht van de voortgang per medewerker;;Onduidelijk of medewerkers hun onboarding daadwerkelijk afronden;;;Informatie is verspreid over verschillende systemen;Geen overzicht van de voortgang per medewerker,Onduidelijk of medewerkers hun onboarding daadwerkelijk afronden,Informatie is verspreid over verschillende systemen;;Belangrijk;;Documenten (PDF, handleidingen, afbeeldingen);Quizzen of kennistoetsen;Checklists en stappenlijsten;Praktische opdrachten of oefeningen;;;Documenten (PDF, handleidingen, afbeeldingen),Quizzen of kennistoetsen,Checklists en stappenlijsten,Praktische opdrachten of oefeningen;;Belangrijk;;;;;;Geen, vind dat AVG technisch nog wel gevaarlijk.;Automatische toewijzing van onboarding aan nieuwe medewerkers;Automatische herinneringen voor openstaande taken;Automatische voortgangsrapportage;;Automatische toewijzing van onboarding aan nieuwe medewerkers,Automatische herinneringen voor openstaande taken,Automatische voortgangsrapportage;;Voortgang per medewerker;Welke stappen nog openstaan;Overzicht van afgeronde trajecten;Resultaten van quizzen of toetsen;Welke medewerkers achterlopen;Overzicht per afdeling of team;Voltooiingspercentages;Voortgang per medewerker,Welke stappen nog openstaan,Overzicht van afgeronde trajecten,Resultaten van quizzen of toetsen,Welke medewerkers achterlopen,Overzicht per afdeling of team,Voltooiingspercentages;;Ja;Zeer belangrijk;Overzicht voortgang medewerkers;;;;;;Integratie met andere systemen;Overzicht voortgang medewerkers,Integratie met andere systemen;Als we er eens mee zouden beginnen dan zou het al veel schelen, maar het probleem is het helemaal opzetten ervan.;Ga zo door :)
